Species,Code,Dataset,BIOME,,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Gs,log Parea,log Amass,log Aarea
Galium boreale,1725,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.833147112,0.311753861,0.144909485,0,0,0,0
Galium mollugo,1726,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.414973348,0.468885509,-0.224254952,0,0,0,0
Galium verum,1727,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.5289167,0.14672741,-0.324358843,0,0,0,0
Chrysosplenium alternifolium,1728,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.264817823,0.376017247,-0.322952758,0,0,0,0
Digitalis grandiflora,1729,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.519827994,0.334453751,-0.25464089,0,0,0,0
Verbascum thapsus,1730,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.469822016,0.443337524,-0.05786746,0,0,0,0
Veronica chamaedrys,1731,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,B,C3,N,0,1.505149978,0.247973266,-0.376593759,0,0,0,0
Veronica longifolia,1732,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.804820679,0.241715826,-0.071887769,0,0,0,0
Veronica spicata,1733,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.890979597,0.283301229,0.174296721,0,0,0,0
Viola canina,1734,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.522444234,0.614897216,0.13734145,0,0,0,0
Viola mirabilis,1735,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.23299611,0.271841607,-0.495162283,0,0,0,0
Allium rubens,1736,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,2.053462605,0.235439173,0.288888663,0,0,0,0
Allium strictum,1737,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.920123326,0.238323396,0.459232192,0,0,0,0
Calla palustre,1738,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.519827994,0.614897216,-0.017836054,0,0,0,0
Convallaria majalis,1739,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.369215857,0.582063363,-0.043188291,0,0,0,0
Maianthemum bifolium,1740,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.414973348,0.396199347,-0.188827305,0,0,0,0
Polygonatum officinale,1741,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.419955748,0.45331834,0.003718159,0,0,0,0
Lilium martagon,1742,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.589949601,0.575187845,0.164019571,0,0,0,0
Neottianthe cucullata,1743,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.340444115,0.581060316,-0.096720389,0,0,0,0
Platanthera bifolia,1744,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.550228353,0.419955748,-0.029815898,0,0,0,0
Linnaea borealis,1745,Pyankov_Urals_Yekaterinburg,BOREAL,,S,,,,N,0,1.477121255,0.053078443,-0.260525194,0,0,0,0
Genista tinctoria,1746,Pyankov_Urals_Yekaterinburg,BOREAL,,S,,,,Y,0,1.77815125,0.494154594,0.423588999,0,0,0,0
Moneses uniflora,1747,Pyankov_Urals_Yekaterinburg,BOREAL,,S,,,,N,0,1.755874856,0.309630167,0.063213226,0,0,0,0
Orthilia secunda,1748,Pyankov_Urals_Yekaterinburg,BOREAL,,S,,B,C3,N,0,1.932980822,0.173186268,-0.033023347,0,0,0,0
Pyrola media,1749,Pyankov_Urals_Yekaterinburg,BOREAL,,S,,,,N,0,1.688419822,0.181843588,-0.130627451,0,0,0,0
Pyrola minor,1750,Pyankov_Urals_Yekaterinburg,BOREAL,,S,,,,N,0,1.527629901,0.201397124,-0.272263598,0,0,0,0
Pyrola rotundifolia,1751,Pyankov_Urals_Yekaterinburg,BOREAL,,S,,,,N,0,1.691081492,0.161368002,-0.148262165,0,0,0,0
Vaccinium myrtillus,1752,Pyankov_Urals_Yekaterinburg,BOREAL,,S,D,B,C3,N,0,1.357934847,0.344392274,-0.29556271,0,0,0,0
Sparganium erectum,1753,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,1.73754891,0.445666424,0.183215335,0,0,0,0
Typha latifolia,1754,Pyankov_Urals_Yekaterinburg,BOREAL,,H,,,,N,0,2.096646914,0.497605728,0.594252642,0,0,0,0
Abies lasiocarpa,1755,Reichetal_Colorado,TEMP_FOR,,T,E,N,C3,N,1.982271233,2.40560745,0.012837225,0.418444674,1.908485019,0,1.06069784,0.465382851
Acomastylis rosii,1756,Reichetal_Colorado,TEMP_FOR,,H,,B,C3,N,0.301029996,1.924453039,0.397940009,0.322393047,2.828015064,0,2.080626487,1.033423755
Arctostaphylos uva-ursi,1757,Reichetal_Colorado,TEMP_FOR,,S,E,B,C3,N,1.255272505,2.105683937,0.089905111,0.195589049,2.281033367,0,1.50242712,0.643452676
Bistorta bistortoides,1758,Reichetal_Colorado,TEMP_FOR,,H,,B,C3,N,0.301029996,1.91721463,0.591064607,0.508279237,2.709269961,0,2.133538908,1.045322979
Picea engelmanii,1759,Reichetal_Colorado,TEMP_FOR,,T,E,N,C3,N,1.954242509,2.485452247,0.012837225,0.498289472,1.982271233,0,1.064457989,0.550228353
Pinus flexilis,1760,Reichetal_Colorado,TEMP_FOR,,T,E,N,C3,N,1.556302501,2.563837353,0.049218023,0.613055376,2.409933123,0,1.413299764,0.988558957
Psychrophila leptosepala,1761,Reichetal_Colorado,TEMP_FOR,,H,,B,C3,N,0.397940009,1.899629455,0.462397998,0.362027453,2.664641976,0,2.041392685,0.939519253
Salix glauca,1762,Reichetal_Colorado,TEMP_FOR,,T,D,B,C3,N,0.477121255,1.910801633,0.419955748,0.330757382,2.682145076,0,2.094471129,1.010299957
Salix planifolia,1763,Reichetal_Colorado,TEMP_FOR,,T,,B,C3,N,0.477121255,1.910094889,0.426511261,0.33660615,2.733999287,0,2.180125875,1.086359831
Vaccinium myrtillus,1764,Reichetal_Colorado,TEMP_FOR,,S,D,B,C3,N,0.544068044,1.76700389,0.369215857,0.136219747,2.396199347,0,2.01911629,0.785329835
Acer rubrum,1765,Reichetal_N_Carolina,TEMP_FOR,,T,D,B,C3,N,0.716003344,1.795880017,0.263636069,0.059516086,2.374748346,0,2.096910013,0.886490725
Eupatorium rugesum,1766,Reichetal_N_Carolina,TEMP_FOR,,H,,B,C3,N,0.681241237,1.328827157,0.593286067,-0.077886776,2.350248018,0,2.582063363,0.835690571
Galax aphylla,1767,Reichetal_N_Carolina,TEMP_FOR,,H,,B,C3,N,1.255272505,1.903089987,-0.050609993,-0.147520006,1.939519253,0,1.892094603,0.69019608
Helianthus microcephalus,1768,Reichetal_N_Carolina,TEMP_FOR,,H,,B,C3,N,0.612783857,1.600326279,0.418301291,0.01862757,2.72916479,0,2.414304688,1.021189299
Kalmia latifolia,1769,Reichetal_N_Carolina,TEMP_FOR,,T,E,B,C3,N,1.556302501,2.024568191,0.06069784,0.085266032,2.235528447,0,1.636487896,0.681241237
Liriodendron tulipifera,1770,Reichetal_N_Carolina,TEMP_FOR,,T,D,B,C3,N,0.72427587,1.782516056,0.350248018,0.132764074,2.653212514,0,2.230448921,1.008600172
Pinus rigida,1771,Reichetal_N_Carolina,TEMP_FOR,,T,E,N,C3,N,1.51851394,2.310691141,0.064457989,0.37514913,2.501059262,0,1.745855195,1.053078443
Pinus strobus,1772,Reichetal_N_Carolina,TEMP_FOR,,T,E,N,C3,N,1.322219295,2.036212173,0.130333768,0.166545941,2.29666519,0,1.704150517,0.77524626
Podophyllum peltatum,1773,Reichetal_N_Carolina,TEMP_FOR,,H,,B,C3,N,0.477121255,1.490797478,0.618048097,0.1088,2.227886705,0,2.416640507,0.812913357
Quercus coccinea,1774,Reichetal_N_Carolina,TEMP_FOR,,T,D,B,C3,N,0.755874856,1.928117993,0.238046103,0.166164096,2.5289167,0,2.045322979,0.986771734
Rhododendron maximum,1775,Reichetal_N_Carolina,TEMP_FOR,,T,E,B,C3,N,1.681241237,2.310691141,-0.065501549,0.245189592,2.133538908,0,1.530199698,0.835056102
Robinia pseudoacacia,1776,Reichetal_N_Carolina,TEMP_FOR,,T,D,B,C3,Y,0.662757832,1.578396073,0.636487896,0.214883969,2.472756449,0,2.385784959,0.973127854
Tsuga canadensis,1777,Reichetal_N_Carolina,TEMP_FOR,,T,E,N,C3,N,1.77815125,2.088309841,-0.004364805,0.083945036,2.149219113,0,1.64246452,0.740362689
Veratrum parviflorum,1778,Reichetal_N_Carolina,TEMP_FOR,,H,,B,C3,N,0.556302501,1.527243551,0,0,2.117271296,0,2.161368002,0.643452676
Atriplex canescens,1779,Reichetal_New_Mexico,WLAND,,H,,B,C3,N,0.84509804,2.401209493,0.322219295,0.723428788,2.544068044,0,1.897627091,1.23299611
Baccharis angustifolia,1780,Reichetal_New_Mexico,WLAND,,T,,B,C3,N,0.397940009,1.978636935,0.290034611,0.268671547,2.759667845,0,2.296226287,1.271841607
Eleagnus angustifolia,1781,Reichetal_New_Mexico,WLAND,,T,,B,C3,N,0.477121255,1.906578315,0.599883072,0.506461387,2.606381365,0,2.243286146,1.149219113
Gutierrezia sarothrae,1782,Reichetal_New_Mexico,WLAND,,S,,B,C3,N,0.77815125,2.469822017,0.225309282,0.695131299,2.80685803,0,1.770852012,1.167317335
Juniperus monosperma,1783,Reichetal_New_Mexico,WLAND,,T,E,N,C3,N,1.892094603,2.89279003,0.068185862,0.960975892,2.178976947,0,1.064457989,0.886490725
Larrea tridentata,1784,Reichetal_New_Mexico,WLAND,,S,E,B,C3,N,1.079181246,2.402304814,0.28780173,0.690106544,2.51851394,0,1.929418926,1.26245109
Pinus edulis,1785,Reichetal_New_Mexico,WLAND,,T,E,N,C3,N,1.819543936,2.610833916,0.025305865,0.636139781,2.012837225,0,1.103803721,0.612783857
Populus fremontii,1786,Reichetal_New_Mexico,WLAND,,T,,B,C3,N,0.477121255,2.076755981,0.220108088,0.296864069,2.694605199,0,2.079181246,1.158362492
Prosopis glandulosa,1787,Reichetal_New_Mexico,WLAND,,T,,B,C3,Y,0.84509804,2.290730039,0.396199347,0.686929386,2.564666064,0,1.963787827,1.252853031
Quercus turbinella,1788,Reichetal_New_Mexico,WLAND,,T,,B,C3,N,0.903089987,2.180456064,0.187520721,0.367976785,0,0,0,0
Lyonia lucida,1789,Reichetal_S_Carolina,TEMP_FOR,,S,E,B,C3,N,1.290034611,2.375717904,-0.036212173,0.339505732,2.267171728,0,1.434568904,0.794488047
Persea borbonia,1790,Reichetal_S_Carolina,TEMP_FOR,,S,E,B,C3,N,1.255272505,2.045757491,0.214843848,0.260601339,2.307496038,0,1.792391689,0.827369273
Pinus palustris,1791,Reichetal_S_Carolina,TEMP_FOR,,T,E,N,C3,N,1.505149978,2.406713933,-0.086186148,0.320527785,1.826074803,0,1.222716471,0.59439255
Pinus serotina,1792,Reichetal_S_Carolina,TEMP_FOR,,T,E,N,C3,N,1.431363764,2.444905551,-0.086186148,0.358719404,1.973127854,0,1.198657087,0.612783857
Pterocaulon pycnostachyum,1793,Reichetal_S_Carolina,TEMP_FOR,,H,,B,C3,N,0.707570176,1.907981529,0.294466226,0.202447755,2.562292864,0,2.005609445,0.890979597
Quercus laevis,1794,Reichetal_S_Carolina,TEMP_FOR,,T,D,B,C3,N,0.880813592,2.010550182,0.06069784,0.071248023,2.257678575,0,1.818225894,0.829946696
Quercus virginia var geminata,1795,Reichetal_S_Carolina,TEMP_FOR,,T,,B,C3,N,1.041392685,2.201349355,0.187520721,0.388870075,2.557507202,0,1.905256049,1.108903128
Taxodium distichum,1796,Reichetal_S_Carolina,TEMP_FOR,,T,,N,C3,N,0.812913357,2.107905397,0.075546961,0.183452359,2.44870632,0,1.811575006,0.919078092
Vaccinium arboreum,1797,Reichetal_S_Carolina,TEMP_FOR,,S,,B,C3,N,1.041392685,2.096367484,0.08278537,0.179152854,2.220108088,0,1.720159303,0.807535028
Vaccinium corymbosum,1798,Reichetal_S_Carolina,TEMP_FOR,,S,,B,C3,N,0.875061263,2.009217308,0.089905111,0.09912242,2.161368002,0,1.782472624,0.790988475
Aspidosperma album,1799,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.51851394,2.083019953,0.029383778,0.11240373,2.613841822,0,1.717670503,0.812244697
Bellucia grossularioides,1800,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,0.924279286,2.107348966,0.227886705,0.335235671,3.232233521,0,2.047274867,1.145507171
Caraipa heterocarpa,1801,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.58546073,2.168770306,-0.031517051,0.137253255,2.382017043,0,1.588831726,0.758911892
Cecropia ficifolia,1802,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,0.431363764,1.839831707,0.392696953,0.23252866,3.356408327,0,2.401745082,1.247973266
Clidemia sericea,1803,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,0.707570176,1.898252926,0.217483944,0.11573687,2.775974331,0,2.062581984,0.959041392
Eperua leucantha,1804,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,Y,1.643452676,2.021819483,0.096910013,0.118729496,2.238046103,0,1.545307116,0.564666064
Eperua purpurea,1805,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,Y,1.633468456,0,0.181843588,0,2.320146286,0,1.741151599,0
Goupia glabra,1806,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,1.056904851,1.886390849,0.178976947,0.065367796,2.477121255,0,1.995635195,0.894869657
Leguminosae sp,1807,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.698970004,2.142064735,0.330413773,0.472478509,2.371067862,0,1.678518379,0.822821645
Licania heteromorpha,1808,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.602059991,2.171984936,0.113943352,0.285928288,2.5774918,0,1.730782276,0.902002891
Manihot esculenta,1809,Reichetal_Venezuela,TROP_RF,,S,,B,C3,N,0.176091259,1.56050941,0.599883072,0.160392482,3.053846427,0,2.670153045,1.227886705
Miconia dispar,1810,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,1.079181246,2.04431225,0.201397124,0.245709374,3.003891166,0,1.962842681,1.012415375
Micrandra sprucei,1811,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.698970004,2.233587153,0.033423755,0.267010908,2.474216264,0,1.636487896,0.870403905
Micropholis magueirei,1812,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.703291378,2.257274869,-0.096910013,0.160364856,0,0,0,0
Neea obovata,1813,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,1.079181246,1.986741335,0.264817823,0.251559158,2.680335513,0,1.812913357,0.806179974
Ocotea costulata,1814,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.591064607,2.11463878,0.176091259,0.290730039,2.517195898,0,1.652246341,0.770115295
Protium sp1,1815,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.51851394,2.062482108,-0.065501549,-0.003019441,2.506505032,0,1.540329475,0.605305046
Protium sp2,1816,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.544068044,2.086186148,0.247973266,0.334159414,2.580924976,0,1.827369273,0.912753304
Protium sp3,1817,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.707570176,2.235823868,0.012837225,0.248661092,2.437750563,0,1.51851394,0.754348336
Retiniphyllum truncatum,1818,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.217483944,2.081969663,-0.167491087,-0.085521424,2.69019608,0,1.667452953,0.749736316
Rhodognaphalopsis humilis,1819,Reichetal_Venezuela,TROP_RF,,T,E,B,C3,N,1.380211242,2.123782159,-0.107905397,0.015876762,2.840733235,0,1.673941999,0.792391689
Solanum straminifolia,1820,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,0.301029996,1.541513236,0.593286067,0.134799303,3.192009593,0,2.578065884,1.129367596
Vismia japurensis,1821,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,0.838849091,1.977159389,0.214843848,0.192003237,2.989004616,0,2.147367108,1.108565024
Vismia lauriformis,1822,Reichetal_Venezuela,TROP_RF,,T,,B,C3,N,0.653212514,1.94195377,0.252853031,0.194806801,2.948901761,0,2.202215776,1.139249218
Acer rubrum,1823,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.740362689,1.779891912,0.322219295,0.102111207,0,0,2.033423755,0.812913357
Acer saccharum,1824,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.740362689,1.903089987,0.267171728,0.170261715,0,0,2,0.880813592
Andromeda glaucophylla,1825,Reichetal_Wisconsin,TEMP_FOR,,S,E,B,C3,N,1.113943352,2.12057393,0.1430148,0.26358873,2.489958479,0,1.846955325,0.967547976
Arisaema triphyllum,1826,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0,1.420216403,0.803457116,0.223673519,1.954242509,0,0,0
Baptisia leucophaea,1827,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,Y,0.544068044,1.973589605,0.555094449,0.528684054,2.682145076,0,2.201397124,1.174931594
Betula nigra,1828,Reichetal_Wisconsin,TEMP_FOR,,T,,B,C3,N,0.716003344,1.928117993,0.357934847,0.28605284,2.471291711,0,2.071882007,1
Betula pumilla,1829,Reichetal_Wisconsin,TEMP_FOR,,T,,B,C3,N,0.77815125,2.031408463,0.178976947,0.210385411,2.40654018,0,1.827369273,0.858537198
Carya ovata,1830,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.748188027,1.950781977,0.29666519,0.247447168,2.499687083,0,1.959041392,0.924279286
Caulophyllum thalictroides,1831,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0,1.37161107,0.764922985,0.136534055,2.127104798,0,2.404833717,0.770852012
Celtis occidentalis,1832,Reichetal_Wisconsin,TEMP_FOR,,T,,B,C3,N,0.740362689,1.91721463,0.378397901,0.295612531,2.605305046,0,2.068185862,0.986771734
Chamaedaphne calyculata,1833,Reichetal_Wisconsin,TEMP_FOR,,S,E,B,C3,N,1.113943352,1.939519248,0.075546961,0.015066209,2.475671188,0,1.845718018,0.785329835
Cornus florida,1834,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.748188027,1.966576245,0.146128036,0.11270428,0,0,1.929418926,0.86332286
Cornus racemosa,1835,Reichetal_Wisconsin,TEMP_FOR,,S,,B,C3,N,0.77815125,1.910094889,0.161368002,0.071462891,2.397940009,0,1.977723605,0.84509804
Dentaria laciniata,1836,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0.041392685,1.527243551,0.72427587,0.25151942,2.356025857,0,2.635483747,1.152288344
Echinacea purpurea,1837,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0.602059991,1.891096872,0.176091259,0.067188131,2.681241237,0,2.089551883,0.989894564
Erythronium americanum,1838,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0.278753601,1.653647026,0.62324929,0.276896316,2.555094449,0,2.419955748,1.075546961
Fraxinus americana,1839,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.755874856,1.860120914,0.29666519,0.156786104,2.610660163,0,2.08278537,0.934498451
Ilex verticillata,1840,Reichetal_Wisconsin,TEMP_FOR,,S,,B,C3,N,0.77815125,1.957128182,0.190331698,0.14745988,2.33243846,0,1.862131379,0.819543936
Juglans nigra,1841,Reichetal_Wisconsin,TEMP_FOR,,T,,B,C3,N,0.698970004,1.515700161,0.471291711,-0.013008128,2.209515015,0,2.243038049,0.763427994
Juniperus virginiana,1842,Reichetal_Wisconsin,TEMP_FOR,,T,,N,C3,N,0,2.522878745,0.214843848,0.737722593,0,0,1.51851394,0.812913357
Larix decidua,1843,Reichetal_Wisconsin,TEMP_FOR,,T,D,N,C3,N,0.77815125,1.8569852,0.322219295,0.179204494,2.397940009,0,2.008600172,0.949390007
Larix laricina,1844,Reichetal_Wisconsin,TEMP_FOR,,T,,N,C3,N,0.77815125,2.079181248,0.155336037,0.234517285,2.648360011,0,1.718501689,0.826074803
Lonicera bella,1845,Reichetal_Wisconsin,TEMP_FOR,,S,,B,C3,N,0.826074803,1.920818754,0.278753601,0.199572355,2.505149978,0,2.071882007,0.991226076
Picea glauca,1846,Reichetal_Wisconsin,TEMP_FOR,,T,E,N,C3,N,1.77815125,2.455931956,0.093421685,0.549353641,2.278753601,0,1.361727836,0.81756537
Picea mariana,1847,Reichetal_Wisconsin,TEMP_FOR,,T,E,N,C3,N,1.77815125,2.468521083,0.08278537,0.551306453,0,0,1.568201724,0.963787827
Pinus banksiana,1848,Reichetal_Wisconsin,TEMP_FOR,,T,E,N,C3,N,1.431363764,2.387216143,0.093421685,0.480637828,2.36361198,0,1.491361694,0.878521796
Pinus resinosa,1849,Reichetal_Wisconsin,TEMP_FOR,,T,E,N,C3,N,1.556302501,2.468521083,0.068185862,0.536706945,0,0,1.380211242,0.799340549
Pinus strobus,1850,Reichetal_Wisconsin,TEMP_FOR,,T,E,N,C3,N,1.322219295,2.13076828,0.230448921,0.361217202,2.311753861,0,1.653212514,0.783903579
Pinus sylvestris,1851,Reichetal_Wisconsin,TEMP_FOR,,T,E,N,C3,N,1.431363764,2.468521083,0.1430148,0.611535883,0,0,1.544068044,1.012837225
Podophyllum peltatum,1852,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0.477121255,1.510041521,0.650307523,0.160349044,2.214843848,0,2.387389826,0.897627091
Populus deltoides,1853,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.698970004,1.958607315,0.372912003,0.331519318,2.774516966,0,2.209515015,1.170261715
Populus tremuloides,1854,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.698970004,1.91721463,0.344392274,0.261606903,2.63447727,0,2.152288344,1.075546961
Prunus serotina,1855,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.740362689,2.004364805,0.315970345,0.320335151,0,0,2.096910013,1.068185862
Quercus ellipsoidalis,1856,Reichetal_Wisconsin,TEMP_FOR,,T,,B,C3,N,0.77815125,2.022276395,0.322219295,0.344495689,0,0,2.096910013,1.120573931
Quercus macrocarpa,1857,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.77815125,1.943095149,0.371067862,0.314163011,2.776701184,0,2.174350597,1.133538908
Rhamnus cathartica,1858,Reichetal_Wisconsin,TEMP_FOR,,S,D,B,C3,N,0.832508913,1.93930216,0.361727836,0.301029996,2.643452676,0,2.130333768,1.041392685
Sanguinaria canadensis,1859,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0.602059991,1.493494968,0.72916479,0.222659757,2.318063335,0,2.40654018,0.897627091
Sarracenia purpurea,1860,Reichetal_Wisconsin,TEMP_FOR,,H,E,B,C3,N,1.477121255,2.10720997,0.056904851,0.164114821,2.158362492,0,1.357934847,0.465382851
Silphium integrifolium,1861,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0.602059991,1.93449845,0.220108088,0.154606538,2.679427897,0,2.064457989,1
Silphium terebinthinaceum,1862,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0.477121255,1.876148359,0.158362492,0.034510851,2.788875116,0,2.243038049,1.128722284
Thuja occidentalis,1863,Reichetal_Wisconsin,TEMP_FOR,,T,E,N,C3,N,1.681241237,2.348304866,-0.119186408,0.229118458,2.212187604,0,1.505149978,0.857332496
Trillium grandiflora,1864,Reichetal_Wisconsin,TEMP_FOR,,H,,B,C3,N,0.568201724,1.447331784,0.712649702,0.159981486,2.698100546,0,2.320146286,0.763427994
Ulmus americana,1865,Reichetal_Wisconsin,TEMP_FOR,,T,D,B,C3,N,0.763427994,2.075720714,0.285557309,0.361278023,2.657055853,0,2.064457989,1.139879086
Acer negundo,1866,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.568636236,0.397940009,-0.033423755,0,-1.200914843,0,0
Acer pensylvanicum,1867,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.477555766,0.278753601,-0.420216403,0,-1.26760624,0,0
Acer rubrum,1868,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.886056648,0.301029996,0.187086643,0,-0.835189751,0,0
Acer saccharum,1869,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.671620397,0.342422681,0.014043077,0,-0.881221572,0,0
Rhus typhina,1870,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.818156412,0.491361694,0.309518106,0,-0.590778981,0,0
Alnus rugosa,1871,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,Y,0,1.777283529,0.477121255,0.254404784,0,-0.88029379,0,0
Betula alleghaniensis,1872,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.663540266,0.342422681,0.005962947,0,-1.106010812,0,0
Betula papyrifera,1873,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.863279433,0.342422681,0.205702114,0,-0.814501272,0,0
Carpinus caroliniana,1874,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.732828272,0.301029996,0.033858267,0,-1.011899223,0,0
Ostrya virginiana,1875,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.568636236,0.342422681,-0.088941083,0,-1.033423755,0,0
Cornus alternifolia,1876,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.602059991,0.230448921,-0.167491087,0,-1.356547324,0,0
Fagus grandifolia,1877,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.732828272,0.322219295,0.055047566,0,-1.036722807,0,0
Quercus alba,1878,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.681936665,0.342422681,0.024359346,0,-0.99584404,0,0
Quercus rubra,1879,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.739928612,0.255272505,-0.004798883,0,-0.959041392,0,0
Quercus macrocarpa,1880,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.982966661,0.322219295,0.305185955,0,-0.738279738,0,0
Carya cordiformis,1881,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.643974143,0.414973348,0.058947491,0,-0.850875879,0,0
Carya ovata,1882,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.716698771,0.342422681,0.059121452,0,-0.921573393,0,0
Juglans cinerea,1883,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.785156152,0.414973348,0.2001295,0,-0.623779241,0,0
Fraxinus americana,1884,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.818156412,0.322219295,0.140375707,0,-0.637775544,0,0
Fraxinus nigra,1885,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.8569852,0.322219295,0.179204494,0,-1.063833554,0,0
Fraxinus pennsylvanica,1886,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.943095149,0.255272505,0.198367654,0,-0.734685557,0,0
Prunus serotina,1887,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.777283529,0.431363764,0.208647293,0,-1.076588435,0,0
Prunus pennsylvanica,1888,Ricklefs_SE_Ontario,TEMP_FOR,,T,D,B,C3,N,0,1.698970004,0.380211242,0.079181246,0,-1,0,0
